广东电信组播👉,#genre#
四川卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.163:5146
四川卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.159:5146
重庆卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.182:5146
安徽卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.183:5146
北京卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.91:5146
天津卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.131:5146
山东卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.94:5146
山东教育卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.83:5146
湖北卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.128:5146
湖北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.95:5146
河南卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.17:5146
河北卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.148:5146
辽宁卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.161:5146
黑龙江卫视超清,http://ddns.cyruslee.top:8888/udp/239.77.0.124:5146
黑龙江卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.93:5146
吉林卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.150:5146
甘肃卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.189:5146
青海卫视高清,http://ddns.cyruslee.top:8888/udp/239.77.0.71:5146
宁夏卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.73:5146
西藏卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.74:5146
新疆卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.75:5146
兵团卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.77:5146
山西卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.1.74:5146
陕西卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.68:5146
内蒙古卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.70:5146
延边卫视标清,http://ddns.cyruslee.top:8888/udp/239.77.0.10:5146

IPTV1,http://ddns.cyruslee.top:8888/udp/239.77.1.75:5146
IPTV2,http://ddns.cyruslee.top:8888/udp/239.77.1.63:5146
IPTV3,http://ddns.cyruslee.top:8888/udp/239.77.1.64:5146
IPTV4,http://ddns.cyruslee.top:8888/udp/239.77.1.56:5146
IPTV魅力时尚,http://ddns.cyruslee.top:8888/udp/239.77.0.110:5146
IPTV经典电影,http://ddns.cyruslee.top:8888/udp/239.77.0.104:5146
IPTV热播剧场,http://ddns.cyruslee.top:8888/udp/239.77.0.106:5146
IPTV谍战剧场,http://ddns.cyruslee.top:8888/udp/239.77.0.99:5146
IPTV谍战剧场2,http://ddns.cyruslee.top:8888/udp/239.77.1.83:5146
IPTV相声小品,http://ddns.cyruslee.top:8888/udp/239.77.0.100:5146
IPTV野外,http://ddns.cyruslee.top:8888/udp/239.77.0.101:5146
IPTV法治,http://ddns.cyruslee.top:8888/udp/239.77.0.102:5146
IPTV收视指南,http://ddns.cyruslee.top:8888/udp/239.77.0.111:5146
IPTV少儿动画,http://ddns.cyruslee.top:8888/udp/239.77.0.109:5146
快乐垂钓,http://ddns.cyruslee.top:8888/udp/239.77.0.145:5146
四海钓鱼,http://ddns.cyruslee.top:8888/udp/239.77.1.137:5146
梨园频道,http://ddns.cyruslee.top:8888/udp/239.77.1.100:5146
老故事,http://ddns.cyruslee.top:8888/udp/239.77.0.220:5146
中学生,http://ddns.cyruslee.top:8888/udp/239.77.1.195:5146
国学频道,http://ddns.cyruslee.top:8888/udp/239.77.0.226:5146
武术世界,http://ddns.cyruslee.top:8888/udp/239.77.1.108:5146
发现之旅,http://ddns.cyruslee.top:8888/udp/239.77.1.112:5146
书画频道,http://ddns.cyruslee.top:8888/udp/239.77.1.115:5146
文化宝库,http://ddns.cyruslee.top:8888/udp/239.77.1.120:5146
中国天气,http://ddns.cyruslee.top:8888/udp/239.77.1.143:5146
中国交通,http://ddns.cyruslee.top:8888/udp/239.77.1.249:5146
生态环境,http://ddns.cyruslee.top:8888/udp/239.77.1.201:5146
天元围棋,http://ddns.cyruslee.top:8888/udp/239.253.43.98:5146
茶频道,http://ddns.cyruslee.top:8888/udp/239.77.0.15:5146
环球奇观,http://ddns.cyruslee.top:8888/udp/239.77.1.198:5146
环球旅游,http://ddns.cyruslee.top:8888/udp/239.77.1.202:5146
中华特产,http://ddns.cyruslee.top:8888/udp/239.77.1.204:5146
先锋乒羽,http://ddns.cyruslee.top:8888/udp/239.77.1.208:5146
车迷频道,http://ddns.cyruslee.top:8888/udp/239.77.1.203:5146
汽摩,http://ddns.cyruslee.top:8888/udp/239.77.0.209:5146
证券服务,http://ddns.cyruslee.top:8888/udp/239.77.1.135:5146
财富天下,http://ddns.cyruslee.top:8888/udp/239.77.0.113:5146
河北未知台,http://ddns.cyruslee.top:8888/udp/239.253.43.165:5146
金鹰卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.80:5146
优漫卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.222:5146
新动漫,http://ddns.cyruslee.top:8888/udp/239.77.1.136:5146
哈哈炫动,http://ddns.cyruslee.top:8888/udp/239.77.0.81:5146
优优宝贝,http://ddns.cyruslee.top:8888/udp/239.77.1.193:5146
卡酷少儿,http://ddns.cyruslee.top:8888/udp/239.77.0.79:5146

广西电信组播带域名👉,#genre#
广西卫视,http://opdf.top:8088/udp/239.81.0.107:4056
广西综艺,http://opdf.top:8088/udp/239.81.0.214:4056
广西影视,http://opdf.top:8088/udp/239.81.0.250:4056
广西新闻,http://opdf.top:8088/udp/239.81.0.248:4056
广西公共,http://opdf.top:8088/udp/239.81.0.249:4056
广西都市,http://opdf.top:8088/udp/239.81.0.247:4056
广西卫视,http://opdf.top:8088/udp/239.81.0.2:4056
广西综艺,http://opdf.top:8088/udp/239.81.0.3:4056
广西都市,http://opdf.top:8088/udp/239.81.0.4:4056
广西新闻,http://opdf.top:8088/udp/239.81.0.5:4056
广西公共,http://opdf.top:8088/udp/239.81.0.6:4056
广西影视,http://opdf.top:8088/udp/239.81.0.7:4056
广西国际,http://opdf.top:8088/udp/239.81.0.8:4056
广西乐思购,http://opdf.top:8088/udp/239.81.0.9:4056
广西移动电视,http://opdf.top:8088/udp/239.81.0.10:4056
广西科教,http://opdf.top:8088/udp/239.81.0.11:4056
南宁影视,http://opdf.top:8088/udp/239.81.0.128:4056
南宁新闻,http://opdf.top:8088/udp/239.81.0.241:4056
南宁新闻,http://opdf.top:8088/udp/239.81.0.126:4056
南宁公共,http://opdf.top:8088/udp/239.81.0.129:4056
南宁都市,http://opdf.top:8088/udp/239.81.0.127:4056
柳州新闻,http://opdf.top:8088/udp/239.81.0.134:4056
北海新闻,http://opdf.top:8088/udp/239.81.0.136:4056
玉林新闻,http://opdf.top:8088/udp/239.81.0.138:4056
贺州新闻,http://opdf.top:8088/udp/239.81.0.137:4056
桂林新闻,http://opdf.top:8088/udp/239.81.0.135:4056
爱上4K,http://opdf.top:8088/udp/239.81.0.123:4056
经典电影,http://opdf.top:8088/udp/239.81.0.84:4056
热播剧场,http://opdf.top:8088/udp/239.81.0.85:4056
都市剧场,http://opdf.top:8088/udp/239.81.0.81:4056
生活时尚,http://opdf.top:8088/udp/239.81.0.75:4056
魅力时尚,http://opdf.top:8088/udp/239.81.0.83:4056
七彩戏剧,http://opdf.top:8088/udp/239.81.0.70:4056
法治天地,http://opdf.top:8088/udp/239.81.0.79:4056
金色频道,http://opdf.top:8088/udp/239.81.0.80:4056
广西IPTV4,http://opdf.top:8088/udp/239.81.0.251:4056
广西IPTV5,http://opdf.top:8088/udp/239.81.0.205:4056
广西IPTV7,http://opdf.top:8088/udp/239.81.0.253:4056
广西IPTV8,http://opdf.top:8088/udp/239.81.0.208:4056
广西IPTV9,http://opdf.top:8088/udp/239.81.0.209:4056
广西IPTV影院,http://opdf.top:8088/udp/239.81.0.100:4056
广西IPTV12,http://opdf.top:8088/udp/239.81.0.124:4056
广西IPTV13,http://opdf.top:8088/udp/239.81.0.125:4056
CCTV1,http://opdf.top:8088/udp/239.81.0.102:4056
CCTV1,http://opdf.top:8088/udp/239.81.0.13:4056
CCTV2,http://opdf.top:8088/udp/239.81.0.115:4056
CCTV2,http://opdf.top:8088/udp/239.81.0.14:4056
CCTV3,http://opdf.top:8088/udp/239.81.0.231:4056
CCTV4,http://opdf.top:8088/udp/239.81.0.96:4056
CCTV4,http://opdf.top:8088/udp/239.81.0.16:4056
CCTV5,http://opdf.top:8088/udp/239.81.0.232:4056
CCTV5＋,http://opdf.top:8088/udp/239.81.0.101:4056
CCTV6,http://opdf.top:8088/udp/239.81.0.233:4056
CCTV7,http://opdf.top:8088/udp/239.81.0.116:4056
CCTV7,http://opdf.top:8088/udp/239.81.0.19:4056
CCTV8,http://opdf.top:8088/udp/239.81.0.234:4056
CCTV9,http://opdf.top:8088/udp/239.81.0.117:4056
CCTV9,http://opdf.top:8088/udp/239.81.0.21:4056
CCTV10,http://opdf.top:8088/udp/239.81.0.118:4056
CCTV10,http://opdf.top:8088/udp/239.81.0.22:4056
CCTV11,http://opdf.top:8088/udp/239.81.0.229:4056
CCTV11,http://opdf.top:8088/udp/239.81.0.23:4056
CCTV12,http://opdf.top:8088/udp/239.81.0.119:4056
CCTV12,http://opdf.top:8088/udp/239.81.0.24:4056
CCTV13,http://opdf.top:8088/udp/239.81.0.26:4056
CCTV13,http://opdf.top:8088/udp/239.81.0.206:4056
CCTV14,http://opdf.top:8088/udp/239.81.0.120:4056
CCTV14,http://opdf.top:8088/udp/239.81.0.25:4056
CCTV15,http://opdf.top:8088/udp/239.81.0.230:4056
CCTV15,http://opdf.top:8088/udp/239.81.0.27:4056
CCTV17,http://opdf.top:8088/udp/239.81.0.228:4056
CCTV17,http://opdf.top:8088/udp/239.81.0.227:4056
CGTN,http://opdf.top:8088/udp/239.81.0.28:4056
CCTV中学生,http://opdf.top:8088/udp/239.81.0.87:4056
CETV1,http://opdf.top:8088/udp/239.81.0.92:4056
CETV1,http://opdf.top:8088/udp/239.81.0.52:4056
CETV2,http://opdf.top:8088/udp/239.81.0.245:4056
CETV4,http://opdf.top:8088/udp/239.81.0.246:4056
IPTV自然传奇,http://opdf.top:8088/udp/239.81.0.18:4056
IPTV法治,http://opdf.top:8088/udp/239.81.0.20:4056
IPTV相声小品,http://opdf.top:8088/udp/239.81.0.17:4056
IPTV谍战剧场,http://opdf.top:8088/udp/239.81.0.15:4056
IPTV3＋综艺,http://opdf.top:8088/udp/239.81.0.66:4056
IPTV5＋体育,http://opdf.top:8088/udp/239.81.0.12:4056
IPTV6＋电影,http://opdf.top:8088/udp/239.81.0.65:4056
IPTV8＋电视剧,http://opdf.top:8088/udp/239.81.0.67:4056
北京卫视,http://opdf.top:8088/udp/239.81.0.109:4056
北京卫视,http://opdf.top:8088/udp/239.81.0.30:4056
天津卫视,http://opdf.top:8088/udp/239.81.0.113:4056
天津卫视,http://opdf.top:8088/udp/239.81.0.50:4056
东方卫视,http://opdf.top:8088/udp/239.81.0.111:4056
东方卫视,http://opdf.top:8088/udp/239.81.0.29:4056
东方财经,http://opdf.top:8088/udp/239.81.0.76:4056
重庆卫视,http://opdf.top:8088/udp/239.81.0.47:4056
浙江卫视,http://opdf.top:8088/udp/239.81.0.108:4056
浙江卫视,http://opdf.top:8088/udp/239.81.0.31:4056
安徽卫视,http://opdf.top:8088/udp/239.81.0.211:4056
安徽卫视,http://opdf.top:8088/udp/239.81.0.37:4056
江苏卫视,http://opdf.top:8088/udp/239.81.0.106:4056
江苏卫视,http://opdf.top:8088/udp/239.81.0.34:4056
山东卫视,http://opdf.top:8088/udp/239.81.0.114:4056
山东卫视,http://opdf.top:8088/udp/239.81.0.39:4056
山东教育卫视,http://opdf.top:8088/udp/239.81.0.93:4056
辽宁卫视,http://opdf.top:8088/udp/239.81.0.210:4056
辽宁卫视,http://opdf.top:8088/udp/239.81.0.35:4056
吉林卫视,http://opdf.top:8088/udp/239.81.0.58:4056
黑龙江卫视,http://opdf.top:8088/udp/239.81.0.105:4056
黑龙江卫视,http://opdf.top:8088/udp/239.81.0.33:4056
内蒙古卫视,http://opdf.top:8088/udp/239.81.0.54:4056
宁夏卫视,http://opdf.top:8088/udp/239.81.0.60:4056
甘肃卫视,http://opdf.top:8088/udp/239.81.0.207:4056
青海卫视,http://opdf.top:8088/udp/239.81.0.53:4056
新疆卫视,http://opdf.top:8088/udp/239.81.0.46:4056
兵团卫视,http://opdf.top:8088/udp/239.81.0.213:4056
西藏卫视,http://opdf.top:8088/udp/239.81.0.55:4056
云南卫视,http://opdf.top:8088/udp/239.81.0.45:4056
四川卫视,http://opdf.top:8088/udp/239.81.0.130:4056
四川卫视,http://opdf.top:8088/udp/239.81.0.43:4056
贵州卫视,http://opdf.top:8088/udp/239.81.0.95:4056
贵州卫视,http://opdf.top:8088/udp/239.81.0.56:4056
海南卫视,http://opdf.top:8088/udp/239.81.0.48:4056
三沙卫视,http://opdf.top:8088/udp/239.81.0.242:4056
广东卫视,http://opdf.top:8088/udp/239.81.0.104:4056
广东卫视,http://opdf.top:8088/udp/239.81.0.36:4056
南方卫视,http://opdf.top:8088/udp/239.81.0.32:4056
深圳卫视,http://opdf.top:8088/udp/239.81.0.103:4056
深圳卫视,http://opdf.top:8088/udp/239.81.0.57:4056
湖南卫视,http://opdf.top:8088/udp/239.81.0.110:4056
湖南卫视,http://opdf.top:8088/udp/239.81.0.40:4056
湖北卫视,http://opdf.top:8088/udp/239.81.0.112:4056
湖北卫视,http://opdf.top:8088/udp/239.81.0.41:4056
陕西卫视,http://opdf.top:8088/udp/239.81.0.89:4056
山西卫视,http://opdf.top:8088/udp/239.81.0.49:4056
河南卫视,http://opdf.top:8088/udp/239.81.0.44:4056
河北卫视,http://opdf.top:8088/udp/239.81.0.94:4056
河北卫视,http://opdf.top:8088/udp/239.81.0.51:4056
江西卫视,http://opdf.top:8088/udp/239.81.0.204:4056
江西卫视,http://opdf.top:8088/udp/239.81.0.38:4056
东南卫视,http://opdf.top:8088/udp/239.81.0.215:4056
东南卫视,http://opdf.top:8088/udp/239.81.0.59:4056
厦门卫视,http://opdf.top:8088/udp/239.81.0.212:4056
嘉佳卡通,http://opdf.top:8088/udp/239.81.0.64:4056
卡酷动画,http://opdf.top:8088/udp/239.81.0.62:4056
金鹰卡通,http://opdf.top:8088/udp/239.81.0.61:4056
新动漫,http://opdf.top:8088/udp/239.81.0.235:4056
少儿动画,http://opdf.top:8088/udp/239.81.0.82:4056
动漫秀场,http://opdf.top:8088/udp/239.81.0.68:4056
全纪实,http://opdf.top:8088/udp/239.81.0.78:4056
求索,http://opdf.top:8088/udp/239.81.0.202:4056
CCTV4K,http://opdf.top:8088/udp/239.81.0.69:4056
CCTV4K,http://opdf.top:8088/udp/239.81.0.71:4056
IPTV足球,http://opdf.top:8088/udp/239.81.0.97:4056
先锋乒羽,http://opdf.top:8088/udp/239.81.0.236:4056
极速汽车,http://opdf.top:8088/udp/239.81.0.73:4056
网络棋牌,http://opdf.top:8088/udp/239.81.0.237:4056
游戏风云,http://opdf.top:8088/udp/239.81.0.72:4056
电竞游戏1,http://opdf.top:8088/udp/239.81.0.203:4056
电竞游戏2,http://opdf.top:8088/udp/239.81.0.201:4056
收视指南,http://opdf.top:8088/udp/239.81.0.86:4056
中国天气,http://opdf.top:8088/udp/239.81.0.63:4056
聚鲨环球精选,http://opdf.top:8088/udp/239.81.0.98:4056
央广购物,http://opdf.top:8088/udp/239.81.0.131:4056
优购物,http://opdf.top:8088/udp/239.81.0.132:4056

北京联通组播带域名👉,#genre#
北京卫视,http://home4.kmo.ink:8888/rtp/239.2.1.225:8000
北京文艺,http://home4.kmo.ink:8888/rtp/239.2.1.226:8000
北京纪实科教,http://home4.kmo.ink:8888/rtp/239.2.1.227:8000
北京影视,http://home4.kmo.ink:8888/rtp/239.2.1.228:8000
北京财经,http://home4.kmo.ink:8888/rtp/239.2.1.229:8000
北京体育,http://home4.kmo.ink:8888/rtp/239.2.1.230:8000
北京生活,http://home4.kmo.ink:8888/rtp/239.2.1.231:8000
北京新闻,http://home4.kmo.ink:8888/rtp/239.2.1.233:8000
北京风景,http://home4.kmo.ink:8888/rtp/239.2.1.235:8000
4K,http://home4.kmo.ink:8888/rtp/239.2.1.236:2000
北京IPTV淘Baby,http://home4.kmo.ink:8888/rtp/239.2.1.238:8002
吉林卫视,http://home4.kmo.ink:8888/rtp/239.2.1.240:8172
北京文艺,http://home4.kmo.ink:8888/rtp/239.2.1.242:8000
北京体育,http://home4.kmo.ink:8888/rtp/239.2.1.243:8000
北京卫视,http://home4.kmo.ink:8888/rtp/239.2.1.247:2000
北京卫视,http://home4.kmo.ink:8888/rtp/239.2.1.248:2000
CCTV4K,http://home4.kmo.ink:8888/rtp/239.2.1.249:8002
北京IPTV淘电影,http://home4.kmo.ink:8888/rtp/239.2.1.250:8002
北京IPTV大健康,http://home4.kmo.ink:8888/rtp/239.2.1.251:8002
北京卫视,http://home4.kmo.ink:8888/rtp/239.2.1.253:8002
通州,http://home4.kmo.ink:8888/rtp/239.2.1.221:8000
北京卫视,http://home4.kmo.ink:8888/rtp/239.3.1.241:8000
北京新闻,http://home4.kmo.ink:8888/rtp/239.3.1.159:8000
北京影视,http://home4.kmo.ink:8888/rtp/239.3.1.158:8000
北京财经,http://home4.kmo.ink:8888/rtp/239.3.1.116:8000
北京生活,http://home4.kmo.ink:8888/rtp/239.3.1.117:8000
高清电影,http://home4.kmo.ink:8888/rtp/239.3.1.249:8001
北京卫视,http://home4.kmo.ink:8888/rtp/228.1.1.115:8000
北京新闻,http://home4.kmo.ink:8888/rtp/228.1.1.189:8000
北京影视,http://home4.kmo.ink:8888/rtp/228.1.1.190:8000
北京文艺,http://home4.kmo.ink:8888/rtp/228.1.1.116:8000
北京财经,http://home4.kmo.ink:8888/rtp/228.1.1.197:8000
北京生活,http://home4.kmo.ink:8888/rtp/228.1.1.198:8000
北京青年,http://home4.kmo.ink:8888/rtp/228.1.1.199:8000
北京纪实科教,http://home4.kmo.ink:8888/rtp/228.1.1.196:8000
北京卡酷少儿,http://home4.kmo.ink:8888/rtp/228.1.1.195:8000
北京体育,http://home4.kmo.ink:8888/rtp/228.1.1.117:8000
北京国际,http://home4.kmo.ink:8888/rtp/228.1.1.111:8000
爱上4K,http://home4.kmo.ink:8888/rtp/228.1.1.38:2000
4K,http://home4.kmo.ink:8888/rtp/228.1.1.123:8001
北京IPTV淘电影,http://home4.kmo.ink:8888/rtp/228.1.1.124:8001
每日影院,http://home4.kmo.ink:8888/rtp/228.1.1.120:8002
星影,http://home4.kmo.ink:8888/rtp/228.1.1.175:4120
动作影院,http://home4.kmo.ink:8888/rtp/228.1.1.173:4120
光影,http://home4.kmo.ink:8888/rtp/228.1.1.165:4120
喜剧影院,http://home4.kmo.ink:8888/rtp/228.1.1.172:4120
家庭影院,http://home4.kmo.ink:8888/rtp/228.1.1.174:4120
精选,http://home4.kmo.ink:8888/rtp/228.1.1.155:4120
经典电影,http://home4.kmo.ink:8888/rtp/228.1.1.89:9024
北京IPTV淘剧场,http://home4.kmo.ink:8888/rtp/228.1.1.126:8001
北京IPTV淘Baby,http://home4.kmo.ink:8888/rtp/228.1.1.128:8001
北京IPTV萌宠,http://home4.kmo.ink:8888/rtp/228.1.1.135:8002
湖南卫视,http://home4.kmo.ink:8888/rtp/228.1.1.33:8012
朝阳,http://home4.kmo.ink:8888/rtp/228.1.1.140:8001
延庆,http://home4.kmo.ink:8888/rtp/228.1.1.219:8002
房山,http://home4.kmo.ink:8888/rtp/228.1.1.139:8001
北京IPTV淘精彩,http://home4.kmo.ink:8888/rtp/228.1.1.202:8002
CETV1,http://home4.kmo.ink:8888/rtp/228.1.1.32:8152
热播剧场,http://home4.kmo.ink:8888/rtp/228.1.1.88:9020
解密,http://home4.kmo.ink:8888/rtp/228.1.1.156:4120
军事,http://home4.kmo.ink:8888/rtp/228.1.1.157:4120
军旅剧场,http://home4.kmo.ink:8888/rtp/228.1.1.149:4120
古装剧场,http://home4.kmo.ink:8888/rtp/228.1.1.150:4120
武侠剧场,http://home4.kmo.ink:8888/rtp/228.1.1.171:4120
音乐现场,http://home4.kmo.ink:8888/rtp/228.1.1.151:4120
城市剧场,http://home4.kmo.ink:8888/rtp/228.1.1.148:4120
北京IPTV淘娱乐,http://home4.kmo.ink:8888/rtp/239.2.1.100:8002
北京IPTV萌宠,http://home4.kmo.ink:8888/rtp/239.2.1.102:8002
北京文艺,http://home4.kmo.ink:8888/rtp/239.2.1.103:8002
北京纪实科教,http://home4.kmo.ink:8888/rtp/239.2.1.115:8000
北京财经,http://home4.kmo.ink:8888/rtp/239.2.1.116:8000
北京生活,http://home4.kmo.ink:8888/rtp/239.2.1.117:8000
朝阳,http://home4.kmo.ink:8888/rtp/239.2.1.163:8002
CCTV1,http://home4.kmo.ink:8888/rtp/239.3.1.129:8008
CCTV2,http://home4.kmo.ink:8888/rtp/239.3.1.60:8084
CCTV3,http://home4.kmo.ink:8888/rtp/239.3.1.172:8001
CCTV4,http://home4.kmo.ink:8888/rtp/239.3.1.105:8092
CCTV5,http://home4.kmo.ink:8888/rtp/239.3.1.173:8001
CCTV6,http://home4.kmo.ink:8888/rtp/239.3.1.174:8001
CCTV7,http://home4.kmo.ink:8888/rtp/239.3.1.61:8104
CCTV8,http://home4.kmo.ink:8888/rtp/239.3.1.175:8001
CCTV9,http://home4.kmo.ink:8888/rtp/239.3.1.62:8112
CCTV10,http://home4.kmo.ink:8888/rtp/239.3.1.63:8116
CCTV14,http://home4.kmo.ink:8888/rtp/239.3.1.65:8132
CCTV15,http://home4.kmo.ink:8888/rtp/239.3.1.153:8136
CCTV16,http://home4.kmo.ink:8888/rtp/239.3.1.184:8001
CCTV17,http://home4.kmo.ink:8888/rtp/239.3.1.151:8144
体育赛事,http://home4.kmo.ink:8888/rtp/239.3.1.130:8004
CETV1,http://home4.kmo.ink:8888/rtp/239.3.1.57:8152
中国环球,http://home4.kmo.ink:8888/rtp/239.3.1.215:4220
环球纪录,http://home4.kmo.ink:8888/rtp/239.3.1.216:4220
中文欧洲,http://home4.kmo.ink:8888/rtp/239.3.1.213:4220
中文美洲,http://home4.kmo.ink:8888/rtp/239.3.1.214:4220
浙江卫视,http://home4.kmo.ink:8888/rtp/239.3.1.137:8036
江苏卫视,http://home4.kmo.ink:8888/rtp/239.3.1.135:8028
东方卫视,http://home4.kmo.ink:8888/rtp/239.3.1.136:8032
山东卫视,http://home4.kmo.ink:8888/rtp/239.3.1.209:8052
安徽卫视,http://home4.kmo.ink:8888/rtp/239.3.1.211:8064
湖北卫视,http://home4.kmo.ink:8888/rtp/239.3.1.138:8044
东南卫视,http://home4.kmo.ink:8888/rtp/239.3.1.156:8148
广东卫视,http://home4.kmo.ink:8888/rtp/239.3.1.142:8048
辽宁卫视,http://home4.kmo.ink:8888/rtp/239.3.1.210:8056
龙江卫视,http://home4.kmo.ink:8888/rtp/239.3.1.133:8016
深圳卫视,http://home4.kmo.ink:8888/rtp/239.3.1.134:8020
贵州卫视,http://home4.kmo.ink:8888/rtp/239.3.1.149:8076
天津卫视,http://home4.kmo.ink:8888/rtp/239.3.1.141:1234
重庆卫视,http://home4.kmo.ink:8888/rtp/239.3.1.122:8160
江西卫视,http://home4.kmo.ink:8888/rtp/239.3.1.123:8164
吉林卫视,http://home4.kmo.ink:8888/rtp/239.3.1.240:8172
